filename,Y,decade
F/1966_Missouri_Kansas-City_Paseo_f-0-5.png,38,3
F/1938_California_Brentwood_Liberty-Union_0-8.png,10,1
F/1934_Missouri_Kansas-City_Paseo_f-5-4.png,6,0
F/1984_New-York_Brooklyn_Samuel-J-Tilden_2-06.png,56,5
F/1987_Virginia_Arlington_Washington-Lee_20-5.png,59,5
F/2001_California_Brentwood_Liberty-Union_13-10.png,73,7
F/1965_Alabama_Huntsville_Lee_f-116.png,37,3
F/1959_New-York_Brooklyn_Samuel-J-Tilden_f-41-0.png,31,3
F/1995_Michigan_Charlevoix_Charlevoix_4-04.png,67,6
F/1943_Vermont_Rutland_Rutland_0-6.png,15,1
F/1962_Vermont_Rutland_Rutland_f-4-10.png,34,3
F/1964_Missouri_Kansas-City_Paseo_3-7.png,36,3
F/1996_Indiana_Evansville_Harrison_5-3.png,68,6
F/1987_New-York_Brooklyn_Samuel-J-Tilden_15-4.png,59,5
F/1938_New-York_Brooklyn_Samuel-J-Tilden_f-13-20.png,10,1
F/1956_Massachusetts_Southbridge_Notre-Dame_2-4.png,28,2
F/1938_New-York_Brooklyn_Samuel-J-Tilden_f-7-15.png,10,1
F/1956_Texas_Houston_Milby_7-9.png,28,2
F/2007_Virginia_Arlington_Washington-Lee_3-13.png,79,7
F/1970_Virginia_Arlington_Washington-Lee_49-8.png,42,4
F/1985_Indiana_Indianapolis_Thomas-Carr-Howe_out-Hilltopper-1985-Page-9.png-014.png,57,5
F/2010_Virginia_Arlington_Washington-Lee_1-3.png,82,8
F/1989_Missouri_Kansas-City_Paseo_3-11.png,61,6
F/1954_Virginia_Arlington_Washington-Lee_f-26-9.png,26,2
F/1985_Michigan_Charlevoix_Charlevoix_9-07.png,57,5
F/1999_New-York_Brooklyn_Samuel-J-Tilden_f-9-4.png,71,7
F/1970_Indiana_Indianapolis_Arsenal-Technical_f-15-18.png,42,4
F/2003_Indiana_Evansville_Harrison_12-10.png,75,7
F/1965_Vermont_Rutland_Rutland_f-13-11.png,37,3
F/1946_Washington_Burlington_Burlington-Edison_5-2.png,18,1
F/1973_Missouri_Kansas-City_Paseo_f-3-4.png,45,4
F/1928_Missouri_Kansas-City_Paseo_1-3.png,0,0
F/1969_Michigan_Charlevoix_Charlevoix_f-0-0.png,41,4
F/1935_California_Brentwood_Liberty-Union_1-2.png,7,0
F/2002_Alabama_Locust-Fork_Locust-Fork_3-04.png,74,7
F/1956_Texas_Houston_Milby_32-3.png,28,2
F/1944_Missouri_Kansas-City_Paseo_f-3-14.png,16,1
F/1995_California_Brentwood_Liberty-Union_13-4.png,67,6
F/2005_Vermont_Rutland_Rutland_11-12.png,77,7
F/1956_Texas_Houston_Milby_19-6.png,28,2
F/2009_California_San-Diego_Mission-Bay_12-011.png,81,8
F/1943_New-York_Brooklyn_Thomas-Jefferson_f-38-6.png,15,1
F/2001_California_Brentwood_Liberty-Union_24-4.png,73,7
F/1951_California_Brentwood_Liberty-Union_9-1.png,23,2
F/1998_Indiana_Evansville_Harrison_13-15.png,70,7
F/1972_Arizona_Douglas_Douglas_8-1.png,44,4
F/1945_California_Brentwood_Liberty-Union_0-11.png,17,1
F/1969_Virginia_Arlington_Washington-Lee_25-8.png,41,4
F/1975_Texas_Houston_Milby_45-7.png,47,4
F/1999_New-York_Brooklyn_Samuel-J-Tilden_f-3-8.png,71,7
F/1980_Virginia_Arlington_Washington-Lee_9-8.png,52,5
F/1983_Missouri_Kansas-City_Paseo_0-00.png,55,5
F/2004_Indiana_Evansville_Harrison_6-1.png,76,7
F/1980_Missouri_Kansas-City_Paseo_2-3.png,52,5
F/2001_California_San-Diego_Mission-Bay_8-4.png,73,7
F/1973_Missouri_Kansas-City_Paseo_f-11-3.png,45,4
F/1960_Virginia_Arlington_Washington-Lee_33-12.png,32,3
F/1970_Virginia_Arlington_Washington-Lee_40-1.png,42,4
F/1961_Pennsylvania_Pittsburgh_Mount-Lebanon_11-17.png,33,3
F/1945_Texas_Houston_Milby_7-16.png,17,1
F/1974_Virginia_Arlington_Washington-Lee_f-9-13.png,46,4
F/1967_Florida_Miami_Norland_f-1-11.png,39,3
F/1978_Missouri_Kansas-City_Paseo_f-0-24.png,50,5
F/1965_Virginia_Arlington_Washington-Lee_32-13.png,37,3
F/1932_Missouri_Kansas-City_Paseo_23-9.png,4,0
F/1989_Indiana_Evansville_Harrison_9-2.png,61,6
F/1974_Virginia_Arlington_Washington-Lee_f-44-11.png,46,4
F/1952_California_Brentwood_Liberty-Union_8-1.png,24,2
F/1943_Ohio_Cleveland_Collinwood_2-3.png,15,1
F/1935_Missouri_Kansas-City_Paseo_f-7-15.png,7,0
F/1995_Indiana_Evansville_Harrison_13-14.png,67,6
F/1989_Indiana_Evansville_Harrison_1-26.png,61,6
F/1955_Virginia_Arlington_Washington-Lee_54-3.png,27,2
F/1976_Missouri_Kansas-City_Paseo_0-13.png,48,4
F/1980_Virginia_Arlington_Washington-Lee_13-4.png,52,5
F/1950_Virginia_Arlington_Washington-Lee_10-10.png,22,2
F/1980_California_San-Diego_Mission-Bay_10-01.png,52,5
F/1992_Virginia_Arlington_Washington-Lee_7-10.png,64,6
F/2001_California_San-Diego_Mission-Bay_0-4.png,73,7
F/1952_California_Brentwood_Liberty-Union_10-1.png,24,2
F/2010_Vermont_Rutland_Rutland_f-21-3.png,82,8
F/1931_Missouri_Kansas-City_Paseo_31-7.png,3,0
F/2003_Indiana_Evansville_Harrison_13-9.png,75,7
F/1972_Arizona_Douglas_Douglas_3-07.png,44,4
F/2010_Virginia_Arlington_Washington-Lee_7-9.png,82,8
F/2004_New-York_Brooklyn_Samuel-J-Tilden_6-06.png,76,7
F/1958_Missouri_Kansas-City_Paseo_12-11.png,30,3
F/1942_Missouri_Kansas-City_Paseo_5-34.png,14,1
F/1952_Virginia_Arlington_Washington-Lee_10-6.png,24,2
F/1938_New-York_Brooklyn_Samuel-J-Tilden_f-3-11.png,10,1
F/1952_Virginia_Arlington_Washington-Lee_35-4.png,24,2
F/1976_Missouri_Kansas-City_Paseo_11-2.png,48,4
F/1959_Indiana_Indianapolis_Broad-Ripple_f-8-1.png,31,3
F/1945_New-York_Brooklyn_Samuel-J-Tilden_f-51-4.png,17,1
F/1965_Missouri_Kansas-City_Paseo_f-3-8.png,37,3
F/1946_Missouri_Kansas-City_Paseo_21-1.png,18,1
F/1969_Virginia_Arlington_Washington-Lee_34-7.png,41,4
F/1984_Massachusetts_Southbridge_Southbridge_8-9.png,56,5
F/1982_Missouri_Kansas-City_Paseo_7-3.png,54,5
F/1999_Virginia_Arlington_Washington-Lee_15-02.png,71,7
F/1935_Missouri_Kansas-City_Paseo_f-1-10.png,7,0
F/1977_Texas_Houston_Milby_13-2.png,49,4
F/1995_California_Brentwood_Liberty-Union_17-7.png,67,6
F/1936_Missouri_Kansas-City_Paseo_13-10.png,8,0
F/1969_Pennsylvania_Pittsburgh_Taylor-Allderdice_4-8.png,41,4
F/1967_Massachusetts_Southbridge_Southbridge_9-6.png,39,3
F/1979_New-York_Brooklyn_Samuel-J-Tilden_f-7-2.png,51,5
F/1989_Missouri_Kansas-City_Paseo_5-6.png,61,6
F/1977_Massachusetts_Southbridge_Southbridge_7-9.png,49,4
F/1945_Texas_Houston_Milby_1-5.png,17,1
F/1992_Massachusetts_Southbridge_Southbridge_13-4.png,64,6
F/1980_Missouri_Kansas-City_Paseo_2-6.png,52,5
F/1950_California_Brentwood_Liberty-Union_3-13.png,22,2
F/2004_New-York_Brooklyn_Samuel-J-Tilden_25-08.png,76,7
F/2002_California_San-Diego_Mission-Bay_f-138.png,74,7
F/1977_Texas_Houston_Milby_6-8.png,49,4
F/2001_California_Brentwood_Liberty-Union_18-0.png,73,7
F/1974_New-York_Brooklyn_Thomas-Jefferson_32-04.png,46,4
F/1950_Virginia_Arlington_Washington-Lee_13-9.png,22,2
F/2009_Vermont_Rutland_Rutland_11-0.png,81,8
F/1984_Texas_Houston_Milby_20-23.png,56,5
F/1944_Ohio_Cleveland_Collinwood_f-6-2.png,16,1
F/1958_Missouri_Kansas-City_Paseo_11-16.png,30,3
F/1996_Kansas_Kansas-City_Sumner-Academy_4-01.png,68,6
F/1944_Missouri_Kansas-City_Paseo_f-8-14.png,16,1
F/2001_California_San-Diego_Mission-Bay_3-3.png,73,7
F/1950_Virginia_Arlington_Washington-Lee_9-8.png,22,2
F/2008_New-York_Brooklyn_Samuel-J-Tilden_f-3-4.png,80,8
F/1959_Indiana_Indianapolis_Broad-Ripple_f-6-9.png,31,3
F/1965_Alabama_Huntsville_Lee_f-113.png,37,3
F/2000_Virginia_Arlington_Washington-Lee_f-11-8.png,72,7
F/1943_Utah_Millard-County_Topaz-Relocation-Center_3-8.png,15,1
F/1997_California_Brentwood_Liberty-Union_29-15.png,69,6
F/1984_California_Grass-Valley_Nevada-Union_8-7.png,56,5
F/1950_California_Brentwood_Liberty-Union_3-9.png,22,2
F/1954_Virginia_Arlington_Washington-Lee_f-22-2.png,26,2
F/1974_New-York_Brooklyn_Samuel-J-Tilden_13-2.png,46,4
F/2000_New-York_Brooklyn_Samuel-J-Tilden_1-1.png,72,7
F/2001_California_Brentwood_Liberty-Union_23-11.png,73,7
F/2010_Vermont_Rutland_Rutland_f-15-9.png,82,8
F/1936_Missouri_Kansas-City_Paseo_16-13.png,8,0
F/1941_Missouri_Kansas-City_Paseo_f-12-13.png,13,1
F/1962_Missouri_Kansas-City_Paseo_15-1.png,34,3
F/1992_Virginia_Arlington_Washington-Lee_10-14.png,64,6
F/1951_North-Carolina_Asheboro_Asheboro_15-4.png,23,2
F/1944_Ohio_Cleveland_Collinwood_f-5-1.png,16,1
F/2000_Alabama_Locust-Fork_Locust-Fork_1-2.png,72,7
F/2005_Virginia_Arlington_Washington-Lee_7-27.png,77,7
F/1932_Washington_Mt-Vernon_Mt-Vernon_0-2.png,4,0
F/1976_Massachusetts_Southbridge_Southbridge_17-6.png,48,4
F/1962_Missouri_Kansas-City_Paseo_16-4.png,34,3
F/1997_California_Brentwood_Liberty-Union_28-5.png,69,6
F/1970_California_San-Diego_Mission-Bay_0-00.png,42,4
F/1979_Vermont_Rutland_Rutland_9-13.png,51,5
F/2007_Vermont_Rutland_Rutland_f-0-5.png,79,7
F/1969_Pennsylvania_Pittsburgh_Taylor-Allderdice_52-9.png,41,4
F/2002_New-York_Brooklyn_Samuel-J-TIlden_f-27-0.png,74,7
F/1979_New-York_Brooklyn_Samuel-J-Tilden_14-0.png,51,5
F/1951_North-Carolina_Asheboro_Asheboro_11-1.png,23,2
F/1984_California_Grass-Valley_Nevada-Union_13-8.png,56,5
F/1965_Virginia_Arlington_Washington-Lee_43-2.png,37,3
F/1990_Indiana_Evansville_Harrison_12-3.png,62,6
F/1939_Vermont_Rutland_Rutland_6-3.png,11,1
F/1957_Texas_Houston_Milby_40-13.png,29,2
F/2004_New-York_Brooklyn_Samuel-J-Tilden_23-04.png,76,7
F/2004_New-York_Brooklyn_Samuel-J-Tilden_16-00.png,76,7
F/1962_Pennsylvania_Pittsburgh_Mount-Lebanon_4-2.png,34,3
F/1949_North-Carolina_Stovall_Mary-Potter-Academy_4-3.png,21,2
F/2007_Virginia_Arlington_Washington-Lee_5-01.png,79,7
F/1965_Virginia_Arlington_Washington-Lee_38-7.png,37,3
F/1962_Missouri_Kansas-City_Paseo_0-4.png,34,3
F/1943_New-York_Brooklyn_Thomas-Jefferson_f-58-19.png,15,1
F/1997_California_Brentwood_Liberty-Union_20-8.png,69,6
F/1953_California_Brentwood_Liberty-Union_3-1.png,25,2
F/1980_Missouri_Kansas-City_Paseo_12-01.png,52,5
F/1945_Washington_Seattle_Broadway_3-12.png,17,1
F/1974_Indiana_Indianapolis_Arsenal-Technical_out-Arsenal-Cannon-1974-Page-111.png-25.png,46,4
F/2003_Vermont_Rutland_Rutland_15-2.png,75,7
F/1965_Virginia_Arlington_Washington-Lee_46-1.png,37,3
F/1966_California_Vacaville_Vacaville_3-18.png,38,3
F/2010_Kansas_Kansas-City_Schlagle_f-3-17.png,82,8
F/2003_Indiana_Evansville_Harrison_4-6.png,75,7
F/2010_Vermont_Rutland_Rutland_f-12-16.png,82,8
F/1982_Missouri_Kansas-City_Paseo_2-04.png,54,5
F/1952_California_Brentwood_Liberty-Union_9-6.png,24,2
F/1997_California_Brentwood_Liberty-Union_9-1.png,69,6
F/1950_Virginia_Arlington_Washington-Lee_5-8.png,22,2
F/1964_New-York_Brooklyn_Samuel-J-Tilden_82-4.png,36,3
F/1949_Pennsylvania_Pittsburgh_Allegheny_8-9.png,21,2
F/1977_Massachusetts_Southbridge_Southbridge_1-15.png,49,4
F/2007_Vermont_Rutland_Rutland_f-5-2.png,79,7
F/1944_Missouri_Kansas-City_Paseo_f-0-8.png,16,1
F/1989_New-York_Brooklyn_Samuel-J-Tilden_16-8.png,61,6
F/1995_California_Brentwood_Liberty-Union_12-15.png,67,6
F/1973_New-York_Brooklyn_Thomas-Jefferson_11-01.png,45,4
F/2006_Vermont_Rutland_Rutland_17-3.png,78,7
F/1994_New-York_Brooklyn_Samuel-J-Tilden_26-6.png,66,6
F/1939_Missouri_Kansas-City_Paseo_3-19.png,11,1
F/1967_Florida_Miami_Norland_f-49-15.png,39,3
F/1967_Massachusetts_Hingham_Hingham_25-2.png,39,3
F/1998_California_Brentwood_Liberty-Union_1-3.png,70,7
F/1940_Washington_Edmonds_Edmonds_0-4.png,12,1
F/1945_Ohio_Cleveland_Collinwood_17-04.png,17,1
F/1994_New-York_Brooklyn_Samuel-J-Tilden_12-4.png,66,6
F/2000_Indiana_Evansville_Harrison_5-32.png,72,7
F/1999_Indiana_Evansville_Harrison_3-8.png,71,7
F/1929_Virginia_Arlington_Washington-Lee_7-3.png,1,0
F/2009_Kansas_Kansas-City_Schlagle_f-0-10.png,81,8
F/1975_Texas_Houston_Milby_12-4.png,47,4
F/1995_Virginia_Arlington_Washington-Lee_10-7.png,67,6
F/1979_New-York_Brooklyn_Samuel-J-Tilden_f-18-7.png,51,5
F/1975_Vermont_Rutland_Rutland_15-5.png,47,4
F/1965_Virginia_Arlington_Washington-Lee_30-8.png,37,3
F/1952_Virginia_Arlington_Washington-Lee_50-5.png,24,2
F/1954_North-Carolina_Madison_Madison_6-3.png,26,2
F/1943_Missouri_Kansas-City_Paseo_4-13.png,15,1
F/1996_Indiana_Evansville_Harrison_5-16.png,68,6
F/1972_Missouri_Kansas-City_Paseo_14-0.png,44,4
F/1974_Virginia_Arlington_Washington-Lee_f-31-5.png,46,4
F/1970_Massachusetts_Southbridge_Southbridge_4-4.png,42,4
F/1943_New-York_Brooklyn_Thomas-Jefferson_2-12.png,15,1
F/1993_Massachusetts_Southbridge_Southbridge_2-7.png,65,6
F/1961_California_Brentwood_Liberty-Union_6-2.png,33,3
F/1953_California_Brentwood_Liberty-Union_0-5.png,25,2
F/1999_Indiana_Evansville_Harrison_6-14.png,71,7
F/1943_New-York_Brooklyn_Thomas-Jefferson_f-35-0.png,15,1
F/1989_New-York_Brooklyn_Samuel-J-Tilden_20-1.png,61,6
F/1960_Virginia_Arlington_Washington-Lee_2-25.png,32,3
F/1955_Virginia_Arlington_Washington-Lee_80-0.png,27,2
F/1943_California_Brentwood_Liberty-Union_3-0.png,15,1
F/1951_North-Carolina_Madison_Madison_4-0.png,23,2
F/1992_Indiana_Evansville_Harrison_5-11.png,64,6
F/1971_Vermont_Rutland_Rutland_14-9.png,43,4
F/1988_Massachusetts_Southbridge_Southbridge_8-15.png,60,6
F/1947_Ohio_Cleveland_Collinwood_Jun-f-32-4.png,19,1
F/2006_Vermont_Rutland_Rutland_1-8.png,78,7
F/1948_Missouri_Kansas-City_Paseo_0-14.png,20,2
F/1954_Virginia_Arlington_Washington-Lee_f-38-7.png,26,2
F/1965_Alabama_Huntsville_Lee_f-177.png,37,3
F/1945_Missouri_Kansas-City_Paseo_0-24.png,17,1
F/1989_Vermont_Rutland_Rutland_8-13.png,61,6
F/1965_Missouri_Kansas-City_Paseo_1-5.png,37,3
F/1991_Indiana_Evansville_Harrison_14-6.png,63,6
F/1997_California_Brentwood_Liberty-Union_24-5.png,69,6
F/1969_Virginia_Arlington_Washington-Lee_24-0.png,41,4
F/1990_Vermont_Rutland_Rutland_7-2.png,62,6
F/1957_Missouri_Kansas-City_Paseo_f-5-4.png,29,2
F/1955_Virginia_Arlington_Washington-Lee_41-1.png,27,2
F/1974_New-York_Brooklyn_Samuel-J-Tilden_17-4.png,46,4
F/1973_New-York_Brooklyn_Thomas-Jefferson_26-03.png,45,4
F/1967_Florida_Miami_Norland_f-18-2.png,39,3
F/1964_Indiana_Indianapolis_Harry-E-Wood_f-0-0.png,36,3
F/1977_Missouri_Kansas-City_Paseo_6-08.png,49,4
F/2008_Michigan_Charlevoix_Charlevoix_0-01.png,80,8
F/1984_New-York_Brooklyn_Samuel-J-Tilden_18-0.png,56,5
F/1935_Washington_Mt-Vernon_Mt-Vernon_0-19.png,7,0
F/1970_Virginia_Arlington_Washington-Lee_30-3.png,42,4
F/1943_Ohio_Cleveland_Collinwood_48-5.png,15,1
F/2001_New-York_Brooklyn_Samuel-J-Tilden_31-1.png,73,7
F/1954_Virginia_Arlington_Washington-Lee_f-4-1.png,26,2
F/1961_Missouri_Kansas-City_Paseo_20-00.png,33,3
F/1984_New-York_Brooklyn_Samuel-J-Tilden_29-03.png,56,5
F/1994_Vermont_Rutland_Rutland_4-00.png,66,6
F/1979_New-York_Brooklyn_Samuel-J-Tilden_6-8.png,51,5
F/2010_Kansas_Kansas-City_Schlagle_0-20.png,82,8
F/1943_Ohio_Cleveland_Collinwood_37-5.png,15,1
F/1975_Massachusetts_Southbridge_Southbridge_12-9.png,47,4
F/1974_New-York_Brooklyn_Samuel-J-Tilden_6-07.png,46,4
F/1931_Missouri_Kansas-City_Paseo_6-10.png,3,0
F/1992_Virginia_Arlington_Washington-Lee_8-11.png,64,6
F/1976_Indiana_Indianapolis_Arsenal-Technical_9-19.png,48,4
F/1987_New-York_Brooklyn_Samuel-J-Tilden_8-4.png,59,5
F/1997_Massachusetts_Southbridge_Southbridge_2-1.png,69,6
F/1992_Virginia_Arlington_Washington-Lee_2-11.png,64,6
F/1997_California_Brentwood_Liberty-Union_0-9.png,69,6
F/1928_Ohio_Cleveland_Collinwood_f-5-6.png,0,0
F/1982_Virginia_Arlington_Washington-Lee_9-4.png,54,5
F/1944_Vermont_Rutland_Rutland_f-0-13.png,16,1
F/1986_Missouri_Kansas-City_Paseo_1-00.png,58,5
F/1983_Missouri_Kansas-City_Paseo_3-019.png,55,5
F/1943_Missouri_Kansas-City_Paseo_8-28.png,15,1
F/1945_Missouri_Kansas-City_Paseo_f-4-0.png,17,1
F/1995_California_Brentwood_Liberty-Union_21-7.png,67,6
F/1960_Virginia_Arlington_Washington-Lee_36-5.png,32,3
F/1940_Missouri_Kansas-City_Paseo_f-7-11.png,12,1
F/1954_North-Carolina_Henderson_Henderson_10-9.png,26,2
F/1972_Missouri_Kansas-City_Paseo_11-5.png,44,4
F/1948_Vermont_Rutland_Rutland_5-3.png,20,2
F/1940_Washington_Edmonds_Edmonds_1-15.png,12,1
F/1989_Vermont_Rutland_Rutland_1-8.png,61,6
F/1998_California_Brentwood_Liberty-Union_19-9.png,70,7
F/1971_Missouri_Kansas-City_Paseo_2-01.png,43,4
F/1933_Missouri_Kansas-City_Paseo_10-8.png,5,0
F/1984_Texas_Houston_Milby_17-4.png,56,5
F/2005_Virginia_Arlington_Washington-Lee_0-17.png,77,7
F/1970_Virginia_Arlington_Washington-Lee_10-2.png,42,4
F/1963_Missouri_Kansas-City_Paseo_4-9.png,35,3
F/1943_New-York_Brooklyn_Thomas-Jefferson_f-56-19.png,15,1
F/1934_Missouri_Kansas-City_Paseo_f-24-2.png,6,0
F/1995_California_Brentwood_Liberty-Union_5-12.png,67,6
F/1943_Ohio_Cleveland_Collinwood_40-3.png,15,1
F/1944_Ohio_Cleveland_Collinwood_f-3-4.png,16,1
F/1974_New-York_Brooklyn_Samuel-J-Tilden_12-03.png,46,4
F/1967_Florida_Miami_Norland_f-13-3.png,39,3
F/1955_Kansas_Kansas-City_Sumner-High_4-11.png,27,2
F/1989_New-York_Brooklyn_Samuel-J-Tilden_0-02.png,61,6
F/1965_Kansas_Kansas-City_Sumner-High_f-9-5.png,37,3
F/1994_New-York_Brooklyn_Samuel-J-Tilden_21-0.png,66,6
F/1999_New-York_Brooklyn_Samuel-J-Tilden_f-16-7.png,71,7
F/1970_California_San-Diego_Mission-Bay_f-261.png,42,4
F/1957_Texas_Houston_Milby_9-4.png,29,2
F/1928_Ohio_Cleveland_Collinwood_f-11-2.png,0,0
F/1984_Texas_Houston_Milby_13-13.png,56,5
F/1969_Virginia_Arlington_Washington-Lee_26-10.png,41,4
F/1974_Virginia_Arlington_Washington-Lee_f-19-7.png,46,4
F/1946_Missouri_Kansas-City_Paseo_12-12.png,18,1
F/1945_Washington_Seattle_Broadway_7-10.png,17,1
F/1935_Vermont_Rutland_Rutland_3-9.png,7,0
F/1930_Missouri_Kansas-City_Paseo_25-3.png,2,0
F/1987_New-York_Brooklyn_Samuel-J-Tilden_f-5-11.png,59,5
F/2001_Virginia_Arlington_Washington-Lee_15-20.png,73,7
F/1932_Missouri_Kansas-City_Paseo_23-2.png,4,0
F/1967_Florida_Miami_Norland_f-7-13.png,39,3
F/1952_North-Carolina_Burlington_Gibsonville_2-2.png,24,2
F/1974_New-York_Brooklyn_Thomas-Jefferson_26-2.png,46,4
F/1980_Virginia_Arlington_Washington-Lee_17-4.png,52,5
F/2003_Indiana_Evansville_Harrison_10-17.png,75,7
F/1943_Missouri_Kansas-City_Paseo_2-15.png,15,1
F/1939_Missouri_Kansas-City_Paseo_f-3-29.png,11,1
F/1974_Virginia_Arlington_Washington-Lee_f-45-11.png,46,4
F/2002_Virginia_Arlington_Washington-Lee_2-7.png,74,7
F/1964_Indiana_Indianapolis_Harry-E-Wood_f-2-6.png,36,3
